"Numero De Parte","Descripci?n","Subinventario","Ubicaci?n","Cantidad Disponible",
"806707","TL50P2ALSQ","MFG","306.AA.61","1",
"19247","TL50BLGRALSQ","MFG","306.AB.27","5",
"86417","TL50BLW2ALS3QP","MFG","306.AB.62","7",
"810826","TL70YALT-810826","MFG","306.AD.55","8",
"816936","WC-K50C","MFG","306.B.34","23",
"813939","APQ2X-VH","MFG","306.B.43","4",
"806618","QCM50-K1D40-Q8-4","MFG","306.E.42","6",
"70640","T8AP6D50Q5","MFG","306.H.30","8",
"69052","LEK","MFG","306.Y.61","10",
"16148","LEDBA70AD5-XQ","MFG","306.Z.16","2",
"804851","SLC4A-MBK-12","MFG","306.V.43","1",
"806791","VSM-2S4NAEL-Q3","MFG","306.X.31","6",
"814082","Q4XTULAF600-Q8-814082","MFG","306.J.54","1",
"31705","SM312LVMHSQDM5V","MFG","306.O.21","13",
"97899","K70DXN9WBGYRQ","MFG","306.O.65","11",
"42185","S18-2VPRL-2M","MFG","305.AB.42","1",
"73302","EZAC-R10N-QE8-QS53","MFG","309.A.33","5",
"26724","TL50YGCQ","MFG","302.AK.70","23",
"810445","SXA-1250D","MFG","200.T.14","43",
"144599","LABEL RAW 3 INCH X 1 INCH WHITE ZEBRA 1 INCH CORE","MFG","302.DC.10","31000",
"813211","S15J-3AFB-Q","MFG","306.B.25","1",
"802340","WLS27CWY-285DSQ","MFG","315.D.24","5",
"809654","PKW4MS-5","MFG","303.L.42","37",
"812387","S4BR30-300-S","MFG","311.A.18","5",
"812358","S4BE14-900-S","MFG","311.I.27","4",
"73945","SLSCR30-1500P8","MFG","311.J.29","5",
"816443","WLS27CDW710HSQ","MFG","312.G.29","3",
"126022","EA5E750Q EZA EMTR SUB-ASSY","MFG","312.I.27","1",
"808933","SLLCE14-420-S","MFG","315.G.29","9",
"816022","WLB32PEX570EQP-816022","MFG","315.I.41","265",
"800620","WLS27XGR-1130DSQ","MFG","316.G.17","6",
"808496","WLS15XWY0640DSQP","MFG","316.G.36","3",
"802082","WLS15XWW0640DSQP","MFG","312.K.29","1",
"147856","EA5R150PIXMODSRLCQP EZA RCVR SUB ASSY","MFG","311.M.38","1",
"816924","BWA-SPANEL-30W12V","MFG","205.Y.14","4",
"96445","MBCC-366RA","MFG","205.K.41","15",
"38707","MBCC-430RA","MFG","201.U.41","500",
"805293","SMBAMSQ5XRA","MFG","203.H.30","937",
"809866","TL50B-GBRQ","MFG","203.U.30","370",
"38707","MBCC-430RA","MFG","203.P.41","402",
"36357","SMICC-330","MFG","203.T.40","480",
"87547","PIT43UM3-VL","MFG","306.F.27","9",
"92296","SMBWLS28SPMAG","MFG","201.P.13","143",
"818741","BC-M12F5-GE22-5-HF20","MFG","200.P.13","21",
"29480","SC-USB2","MFG","200.S.12","105",
"814639","BR-M12F5R9-1","MFG","200.T.10","494",
"54081","HARDWARE PACKET VS1","MFG","202.V.20","503",
"73662","MQDEC2-415","MFG","202.R.01","270",
"91829","LQMAC-350","MFG","201.T.20","11",
"814634","BR-M12F5F9-2","MFG","201.V.01","1002",
"64520","MBCC2-580","MFG","201.Y.13","12",
"61108","BRT-40X23A","MFG","203.M.11","313",
"80795","RDLP-875D","MFG","203.N.10","25",
"91403","SMICC-3100-91403","MFG","203.P.10","24",
"802468","DTMEC-220","MFG","203.T.13","48",
"816077","BC-M12F5-M12M5A-22-1","MFG","203.J.15","42",
"811094","SXA-DEE2M-850F","MFG","204.V.15","47",
"82842","LPA-MBK-12","MFG","204.P.01","122",
"814736","BFW-M8F3-4X","MFG","205.U.15","651",
"76647","MQDMC-530RA","MFG","207.U.01","427",
"78944","QDE-860D","MFG","207.X.11","194",
"20606","CSS-M12F81M12M81M12F81","MFG","207.N.20","2494",
"79141","MQDC2S-802","MFG","209.Q.04","245",
"90820","TCNM-EX-2200","MFG","209.L.04","21",
"78467","BWA-EX2M","MFG","208.J.12","42",
"810418","MQDC-415-GYPRA","MFG","210.M.02","58",
"10336","TL50GYRBAQ","MFG","210.P.15","10",
"18251","MQDC2S-1206RA","MFG","211.H.03","175",
"18254","MQDC2S-1250RA","MFG","211.M.03","42",
"816469","BC-M12F5-M12M5-22-31-STP","MFG","203.J.23","4",
"7700369","T-BRT-3","MFG","201.R.24","297",
"13895","IVUC-E-450","MFG","201.T.25","37",
"194219","INSERT BOX WLB92 CENTER SUPPORT","MFG","202.V.23","127",
"818036","BC-M23F19-M23M19-1822-35","MFG","207.W.21","37",
"37574","BOX BIN 8 INCH WX18 INCH LX4 INCH H(#6208)","MFG","208.T.30","1500",
"127432","MOUNT PCB LOW ANGLE LIGHT PRES+","MFG","205.T.24","50",
"37954","DEE2R-820D","MFG","206.R.00","470",
"51128","MQDC1-506RA","MFG","207.O.31","2740",
"810976","TTR750APSC6C-2.0FL-CTR","MFG","314.B.35","5",
"02686","LX12ESRQ","MFG","314.E.25","3",
"803220","SGSSP4-400Q88","MFG","314.F.40","6",
"810992","WLS28PXRGBW1130DXQ","MFG","313.C.22","2",
"814768","M12NFF50Q8-SYM","MFG","317.D.41","1210",
"810388","PSWB-24-1","MFG","317.A.20","1",
"28295","SM30PRLC","MFG","307.F.26","6",
"813837","BC-M8M4-24-0.5","MFG","307.G.25","124",
"72022","QS30RRXQ-72022","MFG","307.G.41","7",
"818149","K50PTSQ2PS-818149","MFG","307.H.33","2",
"802760","TL50HBGYRAQP-802760","MFG","307.H.63","1",
"94636","ESL-30/60-ES-10","MFG","307.D.23","1",
"72138","Q12RB6RQ","MFG","307.L.64","2",
"807429","Q20NDVS W/30","MFG","307.R.42","15",
"32374","Q40AW3R","MFG","308.G.50","2",
"174152","CLICHE QS30FF200QPMA16 KENT","MFG","308.D.54","1",
"110202","NEEDLE 20 GAUGE TAPERED TIP","MFG","308.D.64","12",
"806053","K30APT2FBWF2QP-806053","MFG","307.U.43","2",
"25592","UC-900AG","MFG","307.U.45","10",
"82956","LXS9","MFG","307.V.56","2",
"802709","T18-2VNFF150IR-Q8","MFG","308.K.40","1",
"804893","SMBAMSQ5XIPP","MFG","308.P.52","1",
"23358","IMAP.7512P","MFG","308.H.72","1",
"805898","Q20NAF200 W/30","MFG","308.U.30","1",
"800613","M18-4VPFF200-Q8","MFG","308.W.55","2",
"81888","LEDLA435XWDW-P","MFG","311.C.22","1",
"815651","LCA130T5DXN9-TL50RWOYB600Q","MFG","311.D.14","1",
"88014","WLS28-2XW710DXPBQ","MFG","311.J.20","13",
"811494","K-FLX18-50TW12FQP","MFG","311.J.41","4",
"87810","WLS28-2CW145DXQ","MFG","312.A.32","7",
"95970","WLS27CWW850DSQ","MFG","311.G.31","2",
"22544","BT21.3S","MFG","308.W.54","1",
"802102","TL50WBORAOSIQ","MFG","308.T.77","9",
"95157","LQMAEC-302SS","MFG","304.F.33","24",
"814977","BC-M12F4A-M12M4A-22-2","MFG","303.A.10","10",
"243623","CAP PLASTIC M12X1 FOR M12 CONN SHORT","MFG","303.B.32","55",
"813501","ACC-T30-GSK-4","MFG","303.H.23","190",
"819416","S4BA-ML-BRT-2X2","MFG","303.J.31","7",
"11335","PSG-4M-4005-USB","MFG","303.L.11","20",
"88003","WLS28-2XW285DXQ","MFG","312.G.30","9",
"61618","QS186E","MFG","305.A.17","17",
"89748","SLLCP14-1190P88","MFG","310.F.34","3",
"75393","Q60VR3AFV1000 W/30","MFG","305.C.62","2",
"818549","BC-M12F5A-M12M5A-22-0.5","MFG","305.D.20","20",
"804425","QS30LLPC-804425","MFG","305.D.30","2",
"168101","IC REGULATOR SMD SOT-23-5 SWITCHING BUCK ADJUSTABLE","MFG","305.D.44","500",
"818204","SMB18FA-818204","MFG","305.E.21","5",
"31967","Q25AW3R","MFG","305.R.54","1",
"58410","Q25AW3FF25Q1","MFG","305.G.15","3",
"80802","DELP-110E","MFG","305.L.12","48",
"203077","LIT T8LGRXP-804051","MFG","305.L.21","46",
"816174","BCS1RVPQ","MFG","307.X.21","7",
"808174","DMR5-HBTH","MFG","307.Y.34","4",
"77284","EA5-ADR-1","MFG","305.V.23","57",
"801254","K50BLRA120QP","MFG","307.AB.31","1",
"02702","S18UIA","MFG","307.AC.12","1",
"22433","IAR.753PMTAMRA","MFG","308.Y.35","6",
"70133","HARDWARE PACKET QT50U ROHS MOUNTING SCREWS","MFG","302.AD.17","60",
"812558","S22AMTSGRY3Q-812558","MFG","308.AB.50","31",
"28954","TL50BYQ","MFG","300.A.44","11",
"808531","MBCCL-520SS","MFG","301.M.01","635",
"231215","BRACKET HMI INTERNAL PROTECTIVE","MFG","301.M.20","70",
"813309","STP-M8MRJ45-430","MFG","301.O.01","1723",
"816144","WLB32PEX285QP","MFG","316.A.31","3",
"808915","SLLE14-280-S","MFG","316.I.23","2",
"85802","K50LXXOA2X2PQ-85802","MFG","300.C.22","5",
"819398","Q90R2-12040-7KDQ-819398R","MFG","300.I.52","20",
"10472","CL50GRXAPQ","MFG","300.J.73","10",
"96657","K30RBT2FRGHQP","MFG","300.K.34","11",
"28585","OTBVN6QD","MFG","300.L.23","18",
"81509","R58ECRGB1Q8","MFG","300.N.10","6",
"79430","SALK-K80L4","MFG","408.A.49","26",
"25803","S18DLWXXP","MFG","408.H.28","5",
"36873","S18AW3DQ3","MFG","408.O.58","1",
"95480","M18-4VNLPC-2M","MFG","408.O.65","3",
"79987","PKG4M-5/CS","MFG","408.P.67","39",
"803050","K50LGRY2PQ-803050","MFG","408.M.10","2",
"812589","SMBSAB-1","MFG","408.G.40","1",
"93031","SI-LS83PBE","MFG","302.A.30","42",
"168216","GASKET END CAP EZS LS","MFG","302.U.30","979",
"75960","QS186LE210Q8","MFG","302.X.21","2",
"819774","QS18VP6LAF1000IRQ5-R","MFG","302.D.34","38",
"41962","D12EN6FV","MFG","302.I.14","1",
"196204","COB ASSY T18 IR FF 50 PNP ASIC B B202050-PA12","MFG","302.O.61","192",
"801643","999-810-3000","MFG","302.R.60","13",
"69699","SSA-EBM-02L","MFG","300.S.44","24",
"806681","TL50PBL1Q","MFG","300.T.12","8",
"60383","SLE10B6VYQ","MFG","302.AS.52","101",
"816516","R95-8M125-C1-D24","MFG","302.AT.82","34",
"91704","LMBWLB32-180SMAG","MFG","302.AU.31","46",
"815311","S15C-PS150C-MQ","MFG","302.AV.53","75",
"814472","R95C-8UI-MQ","MFG","302.AN.31","2",
"806811","VSM-2S4APD50-Q7","MFG","306.I.40","37",
"85158","K30RPTGXDQP","MFG","306.A.44","2",
"87326","K50LMBXXP","MFG","306.AC.22","1",
"66224","QS18VP6FP","MFG","306.B.57","9",
"816937","WC-K50","MFG","306.C.21","5",
"800029","PKG4M-0.20-DTM-4P","MFG","306.D.16","41",
"19468","K50BCLBA120Q","MFG","306.E.22","1",
"94147","K50APTWGCQ","MFG","306.F.22","4",
"35833","SE611E","MFG","306.H.50","10",
"806836","VSM-2M5RPR500-Q7","MFG","306.P.46","27",
"96430","TL50CYRQ","MFG","306.Y.55","2",
"198306","WASHER M10 MEDIUM SPLIT LOCK SPLIT WASHER STAINLESS STEEL A2 DIN 127B","MFG","306.S.16","13",
"53262","SMBFP6","MFG","306.X.47","28",
"814465","DEE2R-850D-SYM","MFG","306.X.65","3",
"204836","BUTTON ASSY GREEN PUSH 8 LM2T BL6143","MFG","303.D.25","82",
"809004","SLLR40-770-S","MFG","314.F.24","6",
"34869","D12SN6FPY","MFG","305.Z.50","6",
"817065","BCD-M12DM-M12DF-2","MFG","200.Q.10","215",
"95142","TL70YAQP","MFG","306.D.60","4",
"811113","MBE616Q","MFG","311.C.18","22",
"809037","SLLE23-980-S","MFG","311.G.29","13",
"810315","TTR914BMSD5T-2.0FL-CTR","MFG","311.B.28","2",
"809772","K50PTVAMGRY3Q-809772","MFG","303.A.41","19",
"808361","HLS27DWY0570C","MFG","312.G.16","10",
"806944","WLS15XGR0360DSQP","MFG","314.H.28","1",
"12499","QS18VN6LV W/10-12499","MFG","315.C.39","51",
"812644","SLLCP23-1680P88-0310","MFG","316.A.39","5",
"815429","WLB32EX850EPQ","MFG","316.F.37","5",
"14490","LEDRLA1160XD6-XQ","MFG","312.M.18","6",
"800649","USB-USBM-1","MFG","304.F.09","43",
"72392","SLSP30-900Q88","MFG","317.B.32","9",
"18310","BWA-HW-032","MFG","302.C.40","5",
"32854","HARDWARE PACKET D12 SUB ASSY FP VERSIONS","MFG","307.S.47","152",
"809523","TL50GB2R2Q-809523","MFG","200.S.00","9",
"812099","MQDEC-410SS","MFG","207.L.21","1440",
"26621","BRT-THG-3-100","MFG","205.W.41","519",
"817877","BCD-M12DM-RJ45-20","MFG","201.X.31","61",
"817524","210-03354","MFG","201.P.40","1691",
"136322","BOX 24.5 X 3.19 X 1.5 PRESENCEPLUS PRINTED","MFG","203.M.31","99",
"144260","BOX 12-1/4 X 9-1/8 X 4 IN MUST BE WHITE ; NO PRINTING","MFG","204.G.31","290",
"804798","QDEG-850D","MFG","205.W.00","195",
"02662","LX3ESRQ","MFG","311.H.17","16",
"818794","BC-M8F3-M8M3-GE24-2-HF20","MFG","201.O.12","24",
"811067","SI-GL42DS20-20","MFG","200.I.20","75",
"251080","LABEL RAW BOXSEAL COMBO W/ATTACHED INSERT 90MM x 95MM","MFG","201.R.14","5500",
"45135","MQD9-406","MFG","203.V.20","319",
"72508","MAQDC-806","MFG","204.W.14","122",
"27580","BRT-THG-2-600","MFG","205.R.12","5",
"17708","SMBBSRA","MFG","204.T.15","5",
"31175","S18SP6DL","MFG","206.I.11","270",
"812586","WLF12PXRGB3000SQP","MFG","206.M.01","937",
"813960","BCD-M12DM-M12DM-4M","MFG","205.V.10","12",
"87402","CSS-M12F81M12M81M12F81-PUR","MFG","205.Y.15","21",
"814629","BR-M12M5F9-0.5","MFG","207.P.11","3348",
"815446","BC-M23M19-1822-5","MFG","209.O.01","180",
"16162","BRT-1","MFG","209.O.10","949",
"815384","BC-M23F19-M23M19-1822-2","MFG","209.P.14","68",
"72154","MQDEC-430SS","MFG","209.I.11","86",
"93580","LQMAC-325EF","MFG","210.I.13","16",
"228897","EMITTER MOD S4B SLC OPT 300mm LAST 14mm ODS SUB ASSY","MFG","210.S.12","5",
"32952","MQAC-415","MFG","209.W.11","693",
"815835","BC-M23F19A-1822-10","MFG","211.T.05","77",
"813821","BC-M8F3-24-10","MFG","200.W.21","10",
"802467","DTMEC-212","MFG","201.M.21","47",
"807135","SI-MAGB3SMQD","MFG","201.P.25","228",
"224015","LENS QS30 EX/RX ZEONEX TOOL 2","MFG","201.R.21","900",
"812204","S15A-F1X345-M1X345-Q","MFG","201.S.23","100",
"49481","SI-LS83D","MFG","201.W.22","301",
"235251","OPTIC FRAME ASSY Q5X 85C","MFG","202.J.22","230",
"52523","SMB30SK","MFG","205.P.21","8",
"800578","MQDC-WDSS-0560","MFG","206.Q.00","207",
"11708","SP150GRYPQ","MFG","210.O.00","46",
"91849","WLS28-2XR285DXQ","MFG","313.C.31","3",
"814922","WLS15PXRGB0500DSQP-814922","MFG","313.E.32","3",
"55031","BMHE5A/BMHL5G","MFG","317.B.11","1",
"71616","SSM-1100","MFG","317.J.30","5",
"72737","ESL-38/75-10","MFG","307.B.35","250",
"18621","LEDRS50L11-XQ","MFG","307.I.31","2",
"806786","VSM-2S4AND50-2M","MFG","307.E.17","26",
"75191","QS186LEQPMA15","MFG","307.E.33","10",
"803059","K50CAPT2GRYC3Q","MFG","307.P.13","4",
"67064","S18RW3FF50-67064","MFG","307.Q.17","19",
"221142","PCB RAW Q2X MAF VCSEL SHIELD TH-0.031 IN PA-22","MFG","307.Q.41","429",
"26475","SMB700F","MFG","307.O.22","12",
"86708","LQMAC-306D","MFG","308.A.34","4",
"18932","LCMBMTA","MFG","308.A.63","2",
"22712","IT225SM900","MFG","308.E.71","1",
"22594","TGR-.75","MFG","308.D.61","2",
"76344","K50ANPBGREQ","MFG","308.B.46","2",
"26320","SM312LVAG W/30","MFG","308.B.78","4",
"23239","BT26SM600MHF","MFG","308.K.50","8",
"36523","LIT SE61E/SE61R AC LO/DO FOLD HOOK-UP","MFG","308.K.76","1",
"27491","PKW3-2","MFG","308.N.17","17",
"812836","Q2XKLAF2IR-2M","MFG","308.P.44","51",
"13671","BT212SM8M900","MFG","308.N.60","1",
"11678","MAR4216PX485Q","MFG","311.I.24","10",
"154037","SLSCE30-1800P4NT EZS EMTR SUB ASSY 30mm X 1800mm NO PKG","MFG","311.J.25","1",
"96419","WLS28-2CGR-285SQ","MFG","311.J.30","6",
"117299","SLSE30-1050Q8 EZS EMTR SUB ASSY 30mm X 1050mm NO PKG","MFG","311.D.20","1",
"58983","BRT-62X10AM","MFG","304.F.24","331",
"216756","LIT SOLUTIONS FOR LEAN MANUFACTURING","MFG","304.F.25","44",
"58903","FIC-M8F3","MFG","304.I.14","105",
"817125","1034637","MFG","303.I.23","20",
"802601","WLS28-2CB710DXQ","MFG","312.I.23","6",
"809110","SLLR23-1400-S","MFG","310.D.33","35",
"818682","CSB-M1240.5M1241.5M1241.5-T-TYPE2","MFG","305.D.27","25",
"209455","CA 116211 0.593m B38 C3 D5 E2 METRIC","MFG","305.G.60","64",
"21398","S18LGRYPQP","MFG","305.Q.27","17",
"70867","PBAT46TMB5","MFG","305.V.16","1",
"816017","RLH195WL30DQP-816017","MFG","305.Z.62","1",
"80471","T30UXUBQ8","MFG","308.Z.63","2",
"71066","QS30LDQ-71066","MFG","307.Y.44","1",
"216812","PCB ASSY WLS15 PRO MODBUS B216810 TH-0.031 IN PA-5","MFG","307.AA.65","25",
"802868","MQDC1-500 150RA","MFG","307.AD.20","1",
"813321","Q2XRNR-Q3","MFG","308.Y.33","6",
"61631","QS18VP6LPQ","MFG","302.AD.40","45",
"73134","SMBAMS18P","MFG","302.AE.41","50",
"818914","K50PSTGRY3Q-818914","MFG","300.D.22","14",
"813688","SLU4-PN-Q7","MFG","300.F.54","14",
"29950","MBCC-530","MFG","301.N.20","787",
"812147","SLLCP14-490P88-0312","MFG","316.A.33","2",
"77556","LX12RQ-77556","MFG","316.G.11","1",
"87964","WLS28-2XW430DXPB","MFG","316.I.24","6",
"33431","T30AW3FF400Q1","MFG","300.C.41","4",
"94363","WLS28-2XWW430DSQ","MFG","315.G.22","9",
"807956","BWA-CURRENT-TRANSFORMER-150A","MFG","300.H.52","6",
"30417","TL50WBYRAQ","MFG","300.L.74","9",
"16701","SI-K30LRXX7P","MFG","300.N.32","16",
"120805","GASKET MOLDED MS END CAP","MFG","408.D.59","5000",
"79984","BWA-HP.5-10","MFG","408.C.29","48",
"85962","DELSEF-40D","MFG","408.H.26","13",
"86936","S18DLGRWPQ","MFG","408.P.63","1",
"806809","VSM-2S4AND10-Q7","MFG","408.I.50","3",
"179971","CLICHE QS18ANWLVQ2  KENT","MFG","408.J.42","5",
"44134","Q45UBB63DACQ6","MFG","302.X.10","1",
"815688","R70KSR9MQ","MFG","302.AK.33","11",
"73696","APQS30-200","MFG","302.D.32","265",
"11903","M18TUP14Q-11903","MFG","302.H.20","10",
"249475","CDS M8 SINGLE KEY 4-PIN FEMALE ST NPB PUR-BLK 1 CONNECTOR 4x24AWG 4.4 NO SHIELD 1.0","MFG","302.K.40","48",
"69119","BRT-TVHG-8X10P","MFG","302.N.41","12",
"238714","PCB ASSY R50 SYMBOTIC FM125 2MM125 B236511 TH-.062 IN PA-4","MFG","302.S.42","20",
"806592","PTL110S-LD3-QP300","MFG","302.AY.54","10",
"806251","DXM700-B1","MFG","302.AP.82","17",
"10475","CL50GRYANQ","MFG","300.Q.11","16",
"809278","K30PTSQ2PS","MFG","302.AS.73","52",
"42493","S126EQP","MFG","302.AT.73","15",
"812228","BWA-Q45VAC-CMSS","MFG","300.R.42","33",
"801186","K50APT2GRBF2Q","MFG","302.AN.71","8",
"817349","Q2XABFFVS50-Q","MFG","306.AB.63","13",
"184854","BUTTON FIX 2.5 MM DIAMETER CLEARANCE 2120-CS","MFG","306.AD.30","1",
"61663","QS18VN6DB","MFG","306.AD.45","7",
"180711","SHRINKTUBE PRE-CUT 3/16 INCH D  x 1 INCH L (RAW 180714)","MFG","306.E.55","4",
"811230","K50PFF100AMGRY3Q","MFG","306.Q.53","5",
"19837","K50ANFF50GRY2","MFG","306.T.32","1",
"813318","Q2XNAE-2M","MFG","306.N.57","44",
"19067","MAR616PX485Q-19067","MFG","311.E.22","1",
"87644","DF-G3IR-NS-Q5","MFG","408.G.36","25",
"819498","BC-M12F5-M12M5-22-2-E20","MFG","302.DC.11","1",
"71997","QS18EP6WQ8","MFG","305.AB.45","1",
"80803","DELP-111E","MFG","303.C.05","73",
"817921","S15YB-M124A-M124A-1","MFG","303.J.00","40",
"69988","STPX25","MFG","303.K.02","29",
"129097","PCB ASSY PRES+ IP68 BLUE LED RINGLIGHT B129093 TH-0.062 IN PA-2","MFG","303.M.01","2",
"85842","FLX18-MAGD-KT","MFG","317.H.01","90",
"77530","EA5R600PIXMODQ","MFG","317.M.00","14",
"244044","LS2TR30-450Q8 EZS TYPE2 R SUB TRIP 30mm X 450mm NO PACKAGE","MFG","311.H.19","12",
"96246","WLS28-2XW285DXMQ","MFG","312.G.26","67",
"807477","WLS27PXRGBW1130HSKQ","MFG","315.F.27","9",
"812351","WLS15XWY0920DSQP","MFG","313.A.28","11",
"121433","SLSCE30-1200P8 EZS EMTR SUB ASSY 30mm X 1200mm NO PKG","MFG","311.M.26","3",
"175006","LENS PE MODULE FF EMITTER MID RANGE","MFG","304.E.05","298",
"224546","CAP END BLIND S2B SLC","MFG","316.H.41","982",
"38731","VARISTOR 18V 250A TRANSIENT/ SURGE ABSORBER","MFG","408.A.71","1360",
"13475","QS18VN6R-13475","MFG","408.E.73","30",
"809553","TL50ZYRQP-809553","MFG","300.I.73","18",
"112852","LIT EZS 14/30mm USER MANUAL - ONLINE","MFG","200.L.40","1876",
"70977","MQDC2S-830","MFG","201.T.31","247",
"28675","IVURDM-QD-815","MFG","203.X.30","616",
"815447","BC-M23M19-1822-10","MFG","204.T.00","36",
"73686","BRT-11X11MD","MFG","204.O.30","7200",
"810186","MQDEC-810SS","MFG","203.M.24","97",
"818120","BC-M12F5-M12M5-22-12","MFG","201.J.10","53",
"817535","SMBB25RA","MFG","202.T.10","72",
"818753","BC-M12F5-M12M5-GE22-5-HF20","MFG","202.M.14","14",
"817156","1032261","MFG","202.Q.14","20",
"93097","CSF3A-M12F81M12M41","MFG","203.P.12","189",
"77322","MQEAC-606RA","MFG","204.H.13","56",
"91161","MAQDC-875RA","MFG","203.J.20","7",
"814946","BC-M12F4-M12M4-22-0.3","MFG","204.V.13","257",
"814943","BC-M12M4-22-5","MFG","205.R.13","76",
"87544","PIT46U-VL","MFG","205.I.12","148",
"235287","PCB RAW TL50 BASIC 4 COLOR ADJ AUDIBLE TH-0.062 IN PA-6 BUS","MFG","204.K.12","1014",
"25236","MBCC-312","MFG","206.P.01","1286",
"818682","CSB-M1240.5M1241.5M1241.5-T-TYPE2","MFG","205.S.10","100",
"815795","GS60WL4AQ","MFG","205.W.20","29",
"813605","MQDC1-850","MFG","208.H.12","16",
"70989","PVD100Q","MFG","208.J.03","65",
"816838","BCP-M12LM5-14-15","MFG","207.L.01","139",
"814992","BL60R340DL14ASQ","MFG","207.N.11","39",
"88291","MQDC1-5233","MFG","208.K.02","29",
"812880","WC-R70","MFG","208.O.01","24",
"02878","PKG4M-2","MFG","208.O.03","24",
"73841","BRT-80X50CM","MFG","208.Q.11","1175",
"800341","TL50GBYRAOSIQ","MFG","208.U.11","130",
"44997","BRT-60X40C","MFG","210.O.11","1075",
"807127","SI-MAGB1SMCO","MFG","210.Q.12","191",
"28676","IVURDM-QD-830","MFG","210.S.11","29",
"802733","DX80N2Q120BL-RG NB","MFG","211.U.11","3",
"818207","WLF12PXRGB1400SQP","MFG","211.V.13","154",
"816577","BC-M12F5-M12M5-22-5-STP","MFG","203.R.23","15",
"127680","HOUSING PRESENCEPLUS P4 SHORT 62X62 RINGLIGHT SHORT BRACKET","MFG","203.X.24","109",
"817681","BC-M12F8-M12M8-24-15","MFG","201.K.23","66",
"815546","BR-M23M19F13-1","MFG","202.T.21","43",
"815381","BC-M23F19-1822-10","MFG","206.I.21","75",
"804839","STP-21","MFG","207.Q.21","1923",
"810512","MQDC-406-GYP","MFG","204.N.25","91",
"811213","EA5R2400XK2Q","MFG","314.H.41","19",
"02686","LX12ESRQ","MFG","313.G.25","16",
"20926","S18LRXXPQ","MFG","307.F.44","5",
"03728","PCB RAW T30LP/FF DC NPN TRANS IMM TH-0.031 IN PA-8","MFG","307.B.33","120",
"810725","QS18EK6EV","MFG","307.D.53","5",
"67167","SHRINKTUBE 1/4 INCH WHT PRINTABLE","MFG","307.P.17","198",
"818237","BC-M12M4A-G22-1-HF20","MFG","308.C.34","3",
"221917","CA 194655 2.13m B25 C3 D6 E3 METRIC","MFG","308.E.64","24",
"87186","SSA-EB1MLYRP-12ED1Q8-87186","MFG","308.E.17","2",
"204895","CLICHE QM42VN6D KENT","MFG","308.B.12","1",
"810077","S15C-BB-MTGQ","MFG","307.W.34","88",
"62492","ACC-TM18-HW","MFG","308.O.47","155",
"809180","SLLR14-1820-S","MFG","311.K.23","3",
"29679","LEDWLB435XW6-XQ","MFG","311.E.31","5",
"808852","Q76E-VP-ZLVC-Q5","MFG","311.G.41","901",
"211477","LIT QS18 EXPERT OPPOSED MODE IO-LINK QUICK START GUIDE","MFG","304.L.25","824",
"811945","TL50WA1Q","MFG","309.B.32","2",
"818567","BY-M12M4-2M12F4-A2","MFG","303.B.11","237",
"72104","Q12AB6FF15","MFG","304.D.31","18",
"58902","FIC-M8M3","MFG","305.F.47","85",
"819585","TTR203APSC2T-2.0FL-067","MFG","309.H.31","1",
"803162","EZLSA-HTE-R23-770","MFG","310.B.24","4",
"93270","WLB92ZC1100PBQMB","MFG","310.F.41","12",
"806645","WLB72BZCW1200DACT","MFG","310.H.41","25",
"819553","BC-M12F4Z-M12M4ZA-18-0.3","MFG","305.B.41","6",
"816287","BC-M8F4-M8M4-24-1.8","MFG","305.D.16","5",
"20048","BR13P","MFG","305.E.27","7",
"42008","TM18AP6R","MFG","305.S.21","10",
"143282","PLUG TL50 STACK ALARM","MFG","305.G.62","50",
"19515","K50APFF100YRGC4QPMA-19515","MFG","305.J.25","2",
"813060","Q20-2RPLPF-Q","MFG","305.Q.17","24",
"818906","BC-M12F5A-M12M5A-22-0.3","MFG","305.Q.56","15",
"16301","LM8A","MFG","305.R.26","1",
"209754","COB ASSY Q12 R NPN COMP ASIC B A209752 PA-45","MFG","307.X.64","90",
"811939","Q2XAPLPF-Q3","MFG","305.T.45","9",
"47271","SM312CVB","MFG","305.X.63","4",
"814480","SCx-B-TCC","MFG","305.Y.62","1",
"808871","QS18VP6AF350","MFG","307.AD.32","8",
"42142","S18-2VNLP-Q8","MFG","307.AD.43","2",
"47408","LABEL D11 EXPERT","MFG","302.AD.10","1223",
"87639","DF-G2G-PS-Q5","MFG","308.AD.22","16",
"818581","R50C-L-MDR-MQ","MFG","300.F.50","41",
"87098","DX80G9M6S-PM8","MFG","300.C.60","5",
"87897","WLS28-2CW1130SQ","MFG","315.C.11","9",
"816522","TL50AOSKQ","MFG","300.J.40","8",
"43456","S18SP6RQDP","MFG","300.N.42","8",
"7700063","EO12m-Q18-6X-V1141-0.15","MFG","408.B.43","28",
"94308","SMH241F","MFG","408.B.48","84",
"84796","FLTPR032-25.5","MFG","408.E.31","1",
"217899","TL70DXN2GRQ-INOUTI SUB ASSY","MFG","408.K.30","8",
"172899","CDS M12 5 M ST 0.2 DSM5x26 1 GN A 0.18 16.0 6.0 4.06 Y","MFG","408.K.55","1",
"85544","SA-K50TA30E","MFG","302.A.24","64",
"818121","RSIO-MA4-6SI2SO-C","MFG","302.F.40","17",
